Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ld-p66-loafer-giallo-wasserfest,"Loafer „Giallo“, wasserfest","<p>p66</p><p><strong>Gut zu wissen:</strong> Wasserfest bis starker Regen, abwischbar. Herausnehmbares Fußbett, rutschhemmende Sohle.</p><p><strong>Material:</strong> Gummierter Feinstoff, wasserfest</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,,,LD-P66-3637,,shopify,25,deny,manual,149,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/66_a.jpg,1,"Loafer „Giallo“, wasserfest",,active
ld-p66-loafer-giallo-wasserfest,,,,,,,,38/39,,,LD-P66-3839,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p66-loafer-giallo-wasserfest,,,,,,,,40/41,,,LD-P66-4041,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p66-loafer-giallo-wasserfest,,,,,,,,42/43,,,LD-P66-4243,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p66-loafer-giallo-wasserfest,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/66_b.jpg,2,"Loafer „Giallo“, wasserfest",,
ld-p66-loafer-giallo-wasserfest,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/66_c.jpg,3,"Loafer „Giallo“, wasserfest",,
ld-p67-sandale-estate-wasserfest,"Sandale „Estate“, wasserfest","<p>p67</p><p><strong>Gut zu wissen:</strong> Komplett wasserfest, schnelltrocknende Riemen, waschbar bei 30 °C.</p><p><strong>Material:</strong> EVA & Softriemen, wasserfest</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,36/37,,,LD-P67-3637,,shopify,25,deny,manual,79,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/67_a.jpg,1,"Sandale „Estate“, wasserfest",,active
ld-p67-sandale-estate-wasserfest,,,,,,,,38/39,,,LD-P67-3839,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p67-sandale-estate-wasserfest,,,,,,,,40/41,,,LD-P67-4041,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p67-sandale-estate-wasserfest,,,,,,,,42/43,,,LD-P67-4243,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p67-sandale-estate-wasserfest,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/67_b.jpg,2,"Sandale „Estate“, wasserfest",,
ld-p67-sandale-estate-wasserfest,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/67_c.jpg,3,"Sandale „Estate“, wasserfest",,
ld-p68-anorak-tempesta,Anorak „Tempesta“,"<p>p68</p><p><strong>Gut zu wissen:</strong> Wassersäule 10.000 mm, getapte Nähte, elastischer Saum. Bei 30 °C waschen, Imprägnierung im Trockner reaktivieren.</p><p><strong>Material:</strong> 100 % Polyester, PFC-frei imprägniert</p>",LA DOCCIA,Mode,"Mode,regen,KI-Bild",TRUE,Größe,S,,,LD-P68-S,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/68_a.jpg,1,Anorak „Tempesta“,,active
ld-p68-anorak-tempesta,,,,,,,,M,,,LD-P68-M,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p68-anorak-tempesta,,,,,,,,L,,,LD-P68-L,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p68-anorak-tempesta,,,,,,,,XL,,,LD-P68-XL,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p68-anorak-tempesta,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/68_b.jpg,2,Anorak „Tempesta“,,
ld-p68-anorak-tempesta,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/68_a_v2.jpg,3,Anorak „Tempesta“,,
ld-p69-parka-riparo,Parka „Riparo“,"<p>p69</p><p><strong>Gut zu wissen:</strong> Wassersäule 10.000 mm, verschweißte Nähte, verstellbare Kapuze. Bei 30 °C waschen.</p><p><strong>Material:</strong> 100 % Polyester, PFC-frei imprägniert</p>",LA DOCCIA,Mode,"Mode,regen,KI-Bild",TRUE,Größe,S,,,LD-P69-S,,shopify,25,deny,manual,299,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/69_a.jpg,1,Parka „Riparo“,,active
ld-p69-parka-riparo,,,,,,,,M,,,LD-P69-M,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p69-parka-riparo,,,,,,,,L,,,LD-P69-L,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p69-parka-riparo,,,,,,,,XL,,,LD-P69-XL,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p69-parka-riparo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/69_b.jpg,2,Parka „Riparo“,,
ld-p69-parka-riparo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/69_c.jpg,3,Parka „Riparo“,,
ld-p71-trenchcoat-milano-wasserdicht,"Trenchcoat „Milano“, wasserdicht","<p>p71</p><p><strong>Gut zu wissen:</strong> Wasserdicht mit klassischer Optik: verdeckte Knopfleiste, verschweißte Nähte. Professionelle Pflege empfohlen.</p><p><strong>Material:</strong> Technisches Gabardine-Gewebe, wasserdicht</p>",LA DOCCIA,Mode,"Mode,jacken,KI-Bild",TRUE,Größe,S,,,LD-P71-S,,shopify,25,deny,manual,349,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/71_a.jpg,1,"Trenchcoat „Milano“, wasserdicht",,active
ld-p71-trenchcoat-milano-wasserdicht,,,,,,,,M,,,LD-P71-M,,shopify,25,deny,manual,349,TRUE,TRUE,,,,,
ld-p71-trenchcoat-milano-wasserdicht,,,,,,,,L,,,LD-P71-L,,shopify,25,deny,manual,349,TRUE,TRUE,,,,,
ld-p71-trenchcoat-milano-wasserdicht,,,,,,,,XL,,,LD-P71-XL,,shopify,25,deny,manual,349,TRUE,TRUE,,,,,
ld-p71-trenchcoat-milano-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/71_b.jpg,2,"Trenchcoat „Milano“, wasserdicht",,
ld-p71-trenchcoat-milano-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/71_c.jpg,3,"Trenchcoat „Milano“, wasserdicht",,
ld-p72-ohrstecker-quattro,Ohrstecker „Quattro“,"<p>p72</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei — bleibt beim Duschen und Schwimmen einfach an. 925er-Silberstift, vergoldet.</p>",LA DOCCIA,Schmuck,"Schmuck,ohrringe,KI-Bild",TRUE,Title,Default Title,,,LD-P72,,shopify,25,deny,manual,29,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/72_a.jpg,1,Ohrstecker „Quattro“,,active
ld-p72-ohrstecker-quattro,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/72_b.jpg,2,Ohrstecker „Quattro“,,
ld-p73-creolen-cerchio,Creolen „Cerchio“,"<p>p73</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei, Steckverschluss. Charms abnehmbar und mit p81 kombinierbar.</p>",LA DOCCIA,Schmuck,"Schmuck,ohrringe,KI-Bild",TRUE,Title,Default Title,,,LD-P73,,shopify,25,deny,manual,39,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/73_a.jpg,1,Creolen „Cerchio“,,active
ld-p74-kette-pendente,Kette „Pendente“,"<p>p74</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei — bleibt beim Duschen an. Länge 45 cm, mit 5-cm-Verlängerung.</p>",LA DOCCIA,Schmuck,"Schmuck,ketten,KI-Bild",TRUE,Title,Default Title,,,LD-P74,,shopify,25,deny,manual,49,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/74_kette_a.jpg,1,Kette „Pendente“,,active
ld-p74-kette-pendente,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/74_b.jpg,2,Kette „Pendente“,,
ld-p75-gliederkette-catena,Gliederkette „Catena“,"<p>p75</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei. Länge 42 cm, Karabinerverschluss.</p>",LA DOCCIA,Schmuck,"Schmuck,ketten,KI-Bild",TRUE,Title,Default Title,,,LD-P75,,shopify,25,deny,manual,59,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/75_a.jpg,1,Gliederkette „Catena“,,active
ld-p76-armreif-rigido,Armreif „Rigido“,"<p>p76</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei — duschen, schwimmen, Sport: alles kein Problem. Innenmaß 60 mm.</p>",LA DOCCIA,Schmuck,"Schmuck,armschmuck,KI-Bild",TRUE,Title,Default Title,,,LD-P76,,shopify,25,deny,manual,45,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/76_a.jpg,1,Armreif „Rigido“,,active
ld-p76-armreif-rigido,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/76_b.jpg,2,Armreif „Rigido“,,
ld-p77-ring-anello,Ring „Anello“,<p>p77</p><p><strong>Gut zu wissen:</strong> Wasserfest und nickelfrei. Größen 52–60 — bei Unsicherheit eine Nummer größer wählen.</p>,LA DOCCIA,Schmuck,"Schmuck,mehr,KI-Bild",TRUE,Title,Default Title,,,LD-P77,,shopify,25,deny,manual,35,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/77_a.jpg,1,Ring „Anello“,,active
ld-p78-fusskettchen-cavigliera,Fußkettchen „Cavigliera“,<p>p78</p><p><strong>Gut zu wissen:</strong> Wasserfest — für Pool und Strand gemacht. Länge 24 cm mit Verlängerung.</p>,LA DOCCIA,Schmuck,"Schmuck,ketten,KI-Bild",TRUE,Title,Default Title,,,LD-P78,,shopify,25,deny,manual,25,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/78_a.jpg,1,Fußkettchen „Cavigliera“,,active
ld-p79-pin-spilla,Pin „Spilla“,"<p>p79</p><p><strong>Gut zu wissen:</strong> Butterfly-Verschluss, Emaille kratzfest gebrannt.</p>",LA DOCCIA,Schmuck,"Schmuck,mehr,KI-Bild",TRUE,Title,Default Title,,,LD-P79,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/79_a.jpg,1,Pin „Spilla“,,active
ld-p80-haarspange-fermaglio,Haarspange „Fermaglio“,<p>p80</p><p><strong>Gut zu wissen:</strong> Wasserfest und rostfrei — hält vom Duschraum bis zum Abend. Federmechanismus.</p>,LA DOCCIA,Schmuck,"Schmuck,mehr,KI-Bild",TRUE,Title,Default Title,,,LD-P80,,shopify,25,deny,manual,22,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/80_a.jpg,1,Haarspange „Fermaglio“,,active
ld-p81-charm-ciondolo,Charm „Ciondolo“,"<p>p81</p><p><strong>Gut zu wissen:</strong> Passt an p49–p51, p73 und jeden Karabiner. Emaille kratzfest, vergoldet.</p>",LA DOCCIA,Schmuck,"Schmuck,mehr,KI-Bild",TRUE,Title,Default Title,,,LD-P81,,shopify,25,deny,manual,15,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/81_a.jpg,1,Charm „Ciondolo“,,active
ld-p82-kinder-regenjacke-salto,Kinder-Regenjacke „Salto“,"<p>p82</p><p><strong>Gut zu wissen:</strong> Wassersäule 10.000 mm, reflektierende Details, Namensschild innen. Bei 30 °C waschen.</p><p><strong>Material:</strong> 100 % Polyester, PFC-frei imprägniert</p>",LA DOCCIA,Mode,"Mode,regen,kinder,KI-Bild",TRUE,Größe,98/104,,,LD-P82-98104,,shopify,25,deny,manual,89,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/82_a.jpg,1,Kinder-Regenjacke „Salto“,,active
ld-p82-kinder-regenjacke-salto,,,,,,,,110/116,,,LD-P82-110116,,shopify,25,deny,manual,89,TRUE,TRUE,,,,,
ld-p82-kinder-regenjacke-salto,,,,,,,,122/128,,,LD-P82-122128,,shopify,25,deny,manual,89,TRUE,TRUE,,,,,
ld-p82-kinder-regenjacke-salto,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/82_b.jpg,2,Kinder-Regenjacke „Salto“,,
ld-p82-kinder-regenjacke-salto,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/82_c.jpg,3,Kinder-Regenjacke „Salto“,,
ld-p83-kinder-gummistiefel-splash,Kinder-Gummistiefel „Splash“,"<p>p83</p><p><strong>Gut zu wissen:</strong> 100 % wasserdicht, rutschfeste Sohle, herausnehmbares Fußbett. Anziehschlaufen für kleine Hände.</p><p><strong>Material:</strong> Naturkautschuk, wasserdicht</p>",LA DOCCIA,Mode,"Mode,schuhe,kinder,KI-Bild",TRUE,Größe,24/25,,,LD-P83-2425,,shopify,25,deny,manual,39,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/83_a.jpg,1,Kinder-Gummistiefel „Splash“,,active
ld-p83-kinder-gummistiefel-splash,,,,,,,,26/27,,,LD-P83-2627,,shopify,25,deny,manual,39,TRUE,TRUE,,,,,
ld-p83-kinder-gummistiefel-splash,,,,,,,,28/29,,,LD-P83-2829,,shopify,25,deny,manual,39,TRUE,TRUE,,,,,
ld-p83-kinder-gummistiefel-splash,,,,,,,,30/31,,,LD-P83-3031,,shopify,25,deny,manual,39,TRUE,TRUE,,,,,
ld-p83-kinder-gummistiefel-splash,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/83_b.jpg,2,Kinder-Gummistiefel „Splash“,,
ld-p83-kinder-gummistiefel-splash,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/83_c.jpg,3,Kinder-Gummistiefel „Splash“,,
ld-p84-kinder-schlappen-piccolo,Kinder-Schlappen „Piccolo“,"<p>p84</p><p><strong>Gut zu wissen:</strong> Wasserfest, federleicht, waschbar. Breiter Riemen für sicheren Halt.</p><p><strong>Material:</strong> EVA, wasserfest</p>",LA DOCCIA,Mode,"Mode,schuhe,kinder,KI-Bild",TRUE,Größe,24/25,,,LD-P84-2425,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/84_a.jpg,1,Kinder-Schlappen „Piccolo“,,active
ld-p84-kinder-schlappen-piccolo,,,,,,,,26/27,,,LD-P84-2627,,shopify,25,deny,manual,19,TRUE,TRUE,,,,,
ld-p84-kinder-schlappen-piccolo,,,,,,,,28/29,,,LD-P84-2829,,shopify,25,deny,manual,19,TRUE,TRUE,,,,,
ld-p84-kinder-schlappen-piccolo,,,,,,,,30/31,,,LD-P84-3031,,shopify,25,deny,manual,19,TRUE,TRUE,,,,,
ld-p84-kinder-schlappen-piccolo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/84_b.jpg,2,Kinder-Schlappen „Piccolo“,,
ld-p84-kinder-schlappen-piccolo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/84_c.jpg,3,Kinder-Schlappen „Piccolo“,,
ld-p85-kinder-sneaker-salto-wasserdicht,"Kinder-Sneaker „Salto“, wasserdicht","<p>p85</p><p><strong>Gut zu wissen:</strong> Elastische Schnürung ohne Binden, wasserdichte Membran, waschbare Sohle.</p><p><strong>Material:</strong> Recyceltes Mesh, wasserdichte Membran</p>",LA DOCCIA,Mode,"Mode,schuhe,kinder,KI-Bild",TRUE,Größe,24/25,,,LD-P85-2425,,shopify,25,deny,manual,59,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/85_a.jpg,1,"Kinder-Sneaker „Salto“, wasserdicht",,active
ld-p85-kinder-sneaker-salto-wasserdicht,,,,,,,,26/27,,,LD-P85-2627,,shopify,25,deny,manual,59,TRUE,TRUE,,,,,
ld-p85-kinder-sneaker-salto-wasserdicht,,,,,,,,28/29,,,LD-P85-2829,,shopify,25,deny,manual,59,TRUE,TRUE,,,,,
ld-p85-kinder-sneaker-salto-wasserdicht,,,,,,,,30/31,,,LD-P85-3031,,shopify,25,deny,manual,59,TRUE,TRUE,,,,,
ld-p85-kinder-sneaker-salto-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/85_b.jpg,2,"Kinder-Sneaker „Salto“, wasserdicht",,
ld-p85-kinder-sneaker-salto-wasserdicht,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/85_c.jpg,3,"Kinder-Sneaker „Salto“, wasserdicht",,
ld-p86-kinder-sommerhut-sole-mini,Kinder-Sommerhut „Sole Mini“,"<p>p86</p><p><strong>Gut zu wissen:</strong> UPF 50+, waschbar bei 30 °C, Kinnband abnehmbar.</p><p><strong>Material:</strong> 100 % Baumwolle</p>",LA DOCCIA,Mode,"Mode,huete,kinder,KI-Bild",TRUE,Größe,50,,,LD-P86-50,,shopify,25,deny,manual,24,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/86_a.jpg,1,Kinder-Sommerhut „Sole Mini“,,active
ld-p86-kinder-sommerhut-sole-mini,,,,,,,,52,,,LD-P86-52,,shopify,25,deny,manual,24,TRUE,TRUE,,,,,
ld-p86-kinder-sommerhut-sole-mini,,,,,,,,54,,,LD-P86-54,,shopify,25,deny,manual,24,TRUE,TRUE,,,,,
ld-p86-kinder-sommerhut-sole-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/86_b.jpg,2,Kinder-Sommerhut „Sole Mini“,,
ld-p86-kinder-sommerhut-sole-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/86_c.jpg,3,Kinder-Sommerhut „Sole Mini“,,
ld-p87-kinder-shampoo-bolla-250-ml,"Kinder-Shampoo „Bolla“, 250 ml","<p>p87</p><p><strong>Gut zu wissen:</strong> Ohne Tränen-Formel, pH-hautneutral, ohne Parfümallergene. Auch als Duschgel nutzbar.</p>",LA DOCCIA,Kosmetik,"Kosmetik,haar,kinder,KI-Bild",TRUE,Title,Default Title,,,LD-P87,,shopify,25,deny,manual,12,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/87_a.jpg,1,"Kinder-Shampoo „Bolla“, 250 ml",,active
ld-p87-kinder-shampoo-bolla-250-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/87_b.jpg,2,"Kinder-Shampoo „Bolla“, 250 ml",,
ld-p87-kinder-shampoo-bolla-250-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/87_c.jpg,3,"Kinder-Shampoo „Bolla“, 250 ml",,
ld-p88-sommerhut-sole,Sommerhut „Sole“,"<p>p88</p><p><strong>Gut zu wissen:</strong> UPF 50+, formstabil, mit verstellbarem Innenband. Zum Transport flach rollbar.</p><p><strong>Material:</strong> Papierstroh-Geflecht</p>",LA DOCCIA,Mode,"Mode,huete,damen,KI-Bild",TRUE,Größe,S/M,,,LD-P88-SM,,shopify,25,deny,manual,69,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/88_a.jpg,1,Sommerhut „Sole“,,active
ld-p88-sommerhut-sole,,,,,,,,L/XL,,,LD-P88-LXL,,shopify,25,deny,manual,69,TRUE,TRUE,,,,,
ld-p88-sommerhut-sole,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/88_b.jpg,2,Sommerhut „Sole“,,
ld-p88-sommerhut-sole,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/88_a_v2.jpg,3,Sommerhut „Sole“,,
ld-p88-sommerhut-sole,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/88_a_v3.jpg,4,Sommerhut „Sole“,,
ld-p89-bucket-hat-bianco,Bucket Hat „Bianco“,"<p>p89</p><p><strong>Gut zu wissen:</strong> Waschbar bei 30 °C, behält die Form. Passt zu allem — vom Duschtuch bis zur Regenjacke.</p><p><strong>Material:</strong> Baumwoll-Twill</p>",LA DOCCIA,Mode,"Mode,huete,damen,KI-Bild",TRUE,Größe,S/M,,,LD-P89-SM,,shopify,25,deny,manual,59,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/89_a.jpg,1,Bucket Hat „Bianco“,,active
ld-p89-bucket-hat-bianco,,,,,,,,L/XL,,,LD-P89-LXL,,shopify,25,deny,manual,59,TRUE,TRUE,,,,,
ld-p89-bucket-hat-bianco,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/89_a_v2.jpg,2,Bucket Hat „Bianco“,,
ld-p89-bucket-hat-bianco,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/89_a_v3.jpg,3,Bucket Hat „Bianco“,,
ld-p92-shampoo-volume-250-ml,"Shampoo „Volume“, 250 ml","<p>p92</p><p><strong>Gut zu wissen:</strong> Mit Reisprotein und Panthenol, sulfatfrei. Für feines Haar, tägliche Anwendung.</p>",LA DOCCIA,Kosmetik,"Kosmetik,haar,KI-Bild",TRUE,Title,Default Title,,,LD-P92,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/92_a.jpg,1,"Shampoo „Volume“, 250 ml",,active
ld-p92-shampoo-volume-250-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/92_b.jpg,2,"Shampoo „Volume“, 250 ml",,
ld-p93-shampoo-repair-250-ml,"Shampoo „Repair“, 250 ml","<p>p93</p><p><strong>Gut zu wissen:</strong> Mit Keratin und Arganöl, sulfatfrei. Nach Sonne, Färben oder Hitze-Styling.</p>",LA DOCCIA,Kosmetik,"Kosmetik,haar,KI-Bild",TRUE,Title,Default Title,,,LD-P93,,shopify,25,deny,manual,19,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/93_a.jpg,1,"Shampoo „Repair“, 250 ml",,active
ld-p93-shampoo-repair-250-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/93_b.jpg,2,"Shampoo „Repair“, 250 ml",,
ld-p100-koerperoel-oro-100-ml,"Körperöl „Oro“, 100 ml","<p>p100</p><p><strong>Gut zu wissen:</strong> 98 % Ölanteil aus Jojoba und Mandel, zieht schnell ein. Auf die feuchte Haut oder in die Längen geben.</p>",LA DOCCIA,Kosmetik,"Kosmetik,koerper,KI-Bild",TRUE,Title,Default Title,,,LD-P100,,shopify,25,deny,manual,34,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/100_a.jpg,1,"Körperöl „Oro“, 100 ml",,active
ld-p100-koerperoel-oro-100-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/100_b.jpg,2,"Körperöl „Oro“, 100 ml",,
ld-p101-badesalz-cristalli-400-g,"Badesalz „Cristalli“, 400 g","<p>p101</p><p><strong>Gut zu wissen:</strong> Mit Meersalz und ätherischen Ölen, je Farbe eine Duftnote. 2–3 Esslöffel ins warme Wasser.</p>",LA DOCCIA,Kosmetik,"Kosmetik,dusche,KI-Bild",TRUE,Title,Default Title,,,LD-P101,,shopify,25,deny,manual,24,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/101_a.jpg,1,"Badesalz „Cristalli“, 400 g",,active
ld-p101-badesalz-cristalli-400-g,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/101_b.jpg,2,"Badesalz „Cristalli“, 400 g",,
ld-p105-zip-jacke-warm-up,Zip-Jacke „Warm-up“,"<p>p105</p><p><strong>Gut zu wissen:</strong> Vier-Wege-Stretch, schnelltrocknend. Bei 30 °C waschen.</p><p><strong>Material:</strong> 88 % Polyester, 12 % Elasthan</p>",LA DOCCIA,Mode,"Mode,sport,damen,KI-Bild",TRUE,Größe,XS,,,LD-P105-XS,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/105_a.jpg,1,Zip-Jacke „Warm-up“,,active
ld-p105-zip-jacke-warm-up,,,,,,,,S,,,LD-P105-S,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p105-zip-jacke-warm-up,,,,,,,,M,,,LD-P105-M,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p105-zip-jacke-warm-up,,,,,,,,L,,,LD-P105-L,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p105-zip-jacke-warm-up,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/105_b.jpg,2,Zip-Jacke „Warm-up“,,
ld-p105-zip-jacke-warm-up,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/105_a_v2.jpg,3,Zip-Jacke „Warm-up“,,
ld-p105-zip-jacke-warm-up,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/105_a_v3.jpg,4,Zip-Jacke „Warm-up“,,
